entry_time,exit_time,entry_price,exit_price,stop_loss,size_pct,pnl_pct,pnl_dollars,capital_after,trade_num_today
2025-09-04 15:30:00,2025-09-05 14:15:00,0.7458,0.7415,0.7415,0.2,-0.006765620809868558,-13.531241619737115,9986.468758380262,0
2025-09-05 15:00:00,2025-09-05 17:30:00,0.7377,0.7305,0.7305,0.2,-0.010760065067100425,-21.491010726147444,9964.977747654115,1
2025-09-05 17:45:00,2025-09-05 18:00:00,0.7311,0.7288,0.7288,0.4,-0.0041459444672411,-16.525697743626907,9948.452049910487,2
2025-09-05 18:15:00,2025-09-06 17:30:00,0.7353,0.7285,0.7285,0.6,-0.010247926016591757,-61.17060035225596,9887.281449558232,0
2025-09-06 17:45:00,2025-09-06 19:45:00,0.7309,0.7284,0.7284,0.2,-0.00442044055274312,-8.741227975202397,9878.540221583029,1
2025-09-06 20:00:00,2025-09-21 16:15:00,0.7306,0.7268,0.7268,0.4,-0.006201204489460752,-24.50353918855972,9854.03668239447,0
2025-09-21 16:45:00,2025-09-22 00:15:00,0.7113,0.6998,0.6998,0.2,-0.017167580486433385,-33.83399357225482,9820.202688822215,0
2025-09-22 01:00:00,2025-09-22 01:15:00,0.6954,0.6908,0.6908,0.2,-0.0076148979004889965,-14.955968167497737,9805.246720654717,1
2025-09-22 01:30:00,2025-09-22 01:45:00,0.6954,0.694,0.694,0.4,-0.0030132297958010753,-11.818184629543032,9793.428536025174,2
2025-09-22 03:00:00,2025-09-22 05:30:00,0.6832,0.679,0.679,0.6,-0.00714754098360653,-41.99935909875698,9751.429176926416,3
2025-09-22 06:15:00,2025-09-22 06:30:00,0.6285,0.624,0.624,0.8,-0.008159904534606124,-63.65658492775387,9687.772591998662,4
2025-09-22 06:30:00,2025-09-22 08:00:00,0.6338,0.6201,0.6201,1.0,-0.022615651625118405,-219.0952899640121,9468.67730203465,5
2025-09-22 08:00:00,2025-09-22 09:30:00,0.6284,0.6164,0.6164,1.0,-0.020096117122851705,-190.2836480601758,9278.393653974474,6
2025-09-22 10:00:00,2025-09-22 13:30:00,0.6208,0.613,0.613,1.0,-0.013564432989690768,-125.85614897130883,9152.537505003165,7
2025-09-22 13:45:00,2025-09-22 15:00:00,0.6235,0.6115,0.6115,1.0,-0.02024619085805936,-185.30402116184052,8967.233483841324,8
2025-09-22 15:15:00,2025-09-22 15:30:00,0.6104,0.6052,0.6052,1.0,-0.009519003931848121,-85.3591307904857,8881.874353050838,9
2025-09-22 16:00:00,2025-09-22 16:15:00,0.6067,0.6032,0.6032,1.0,-0.006768913795945374,-60.120641842219214,8821.75371120862,10
2025-09-22 16:30:00,2025-09-22 16:45:00,0.604,0.6016,0.6016,1.0,-0.004973509933774764,-43.87507971601046,8777.87863149261,11
2025-09-22 17:15:00,2025-09-24 03:15:00,0.6024,0.5946,0.5946,1.0,-0.01394820717131479,-122.43566967671606,8655.442961815894,0
2025-09-24 03:45:00,2025-09-24 04:00:00,0.5647,0.5628,0.5628,0.2,-0.004364618381441496,-7.5555410901320155,8647.887420725761,1
2025-09-24 04:15:00,2025-09-25 16:45:00,0.5657,0.556,0.556,0.4,-0.018146897648930408,-62.77293116135327,8585.114489564408,0
2025-09-25 17:15:00,2025-09-25 17:45:00,0.558,0.5454,0.5454,0.2,-0.02358064516129042,-40.48850768949425,8544.625981874915,1
2025-09-25 18:00:00,2025-09-25 23:30:00,0.5544,0.5471,0.5471,0.4,-0.01416738816738812,-48.422013212148705,8496.203968662767,2
2025-09-25 23:45:00,2025-09-26 12:00:00,0.5523,0.5482,0.5482,0.6,-0.008423501720079652,-42.94067324650703,8453.26329541626,0
2025-09-26 12:30:00,2025-10-10 20:45:00,0.5583,0.5404,0.5404,0.2,-0.033061615618842966,-55.895708359585235,8397.367587056675,0
2025-10-10 21:30:00,2025-11-03 15:30:00,0.3512,0.2689,0.2689,0.2,-0.23533940774487483,-395.2463029107853,8002.121284145889,0
2025-11-03 16:00:00,2025-11-03 20:00:00,0.2732,0.2659,0.2659,0.2,-0.027720351390922306,-44.3643227738605,7957.756961372029,1
2025-11-03 20:30:00,2025-11-03 20:45:00,0.2656,0.2641,0.2641,0.4,-0.006647590361445788,-21.15996339005793,7936.596997981971,2
2025-11-03 21:00:00,2025-11-03 21:15:00,0.264,0.262,0.262,0.6,-0.008575757575757582,-40.83739909870726,7895.759598883264,3
2025-11-03 21:15:00,2025-11-03 23:00:00,0.2654,0.2604,0.2604,0.8,-0.019839487565938223,-125.31825950854552,7770.441339374718,4
2025-11-03 23:15:00,2025-11-04 00:15:00,0.2628,0.2605,0.2605,1.0,-0.009751902587518908,-75.7765870036122,7694.664752371106,0
2025-11-04 00:30:00,2025-11-04 01:15:00,0.2666,0.2595,0.2595,0.2,-0.0276316579144786,-42.52326884082292,7652.141483530283,1
2025-11-04 01:15:00,2025-11-04 01:45:00,0.2612,0.2595,0.2595,0.4,-0.00750842266462473,-22.982205019141553,7629.159278511142,2
2025-11-04 02:00:00,2025-11-04 02:45:00,0.2623,0.2595,0.2595,0.6,-0.011674799847502741,-53.441344548801595,7575.71793396234,3
2025-11-04 02:45:00,2025-11-04 04:45:00,0.2607,0.2589,0.2589,0.8,-0.007904487917146024,-47.905736698169406,7527.81219726417,4
2025-11-04 06:00:00,2025-11-04 07:15:00,0.247,0.2399,0.2399,1.0,-0.029744939271255044,-223.91431665303574,7303.8978806111345,5
2025-11-04 07:30:00,2025-11-04 20:15:00,0.2387,0.2376,0.2376,1.0,-0.0056082949308755336,-40.96241345946398,7262.93546715167,6
2025-11-04 20:15:00,2025-11-14 23:00:00,0.2491,0.2353,0.2353,1.0,-0.0563994379767161,-409.6254784085122,6853.309988743158,0
2025-11-14 23:30:00,2025-11-16 15:45:00,0.2345,0.233,0.233,0.2,-0.007396588486140613,-10.13822275093802,6843.17176599222,0
2025-11-16 16:00:00,2025-11-16 17:15:00,0.2343,0.2323,0.2323,0.2,-0.009536064874093052,-13.051385981012745,6830.120380011207,1
2025-11-16 17:45:00,2025-11-21 07:30:00,0.2327,0.2276,0.2276,0.4,-0.022916630855178314,-62.60933897805883,6767.511041033148,0
2025-11-21 08:15:00,2025-11-21 08:30:00,0.2382,0.2373,0.2373,0.2,-0.00477833753148608,-6.467490400423025,6761.043550632725,1
2025-11-21 08:30:00,2025-11-21 11:30:00,0.2406,0.2365,0.2365,0.4,-0.01804073150457199,-48.789668555073234,6712.253882077652,2
2025-11-21 12:30:00,2025-11-21 14:15:00,0.2391,0.228,0.228,0.6,-0.04742409033877038,-190.99352068824763,6521.260361389404,3
2025-11-21 14:15:00,2025-11-21 15:30:00,0.2299,0.2271,0.2271,0.8,-0.013179208351457142,-68.75603921347972,6452.504322175924,4
2025-11-21 15:45:00,2025-11-21 16:00:00,0.2295,0.2264,0.2264,1.0,-0.014507625272331237,-93.61051477422598,6358.893807401699,5
2025-11-21 16:30:00,2025-11-21 20:00:00,0.2256,0.2221,0.2221,1.0,-0.016514184397163133,-105.0119448974104,6253.881862504289,6
2025-11-21 20:30:00,2025-11-21 21:00:00,0.2184,0.2136,0.2136,1.0,-0.02297802197802197,-143.70183488457653,6110.180027619712,7
2025-11-21 21:15:00,2025-11-21 22:15:00,0.2181,0.2129,0.2129,1.0,-0.024842274186153063,-151.7907675728852,5958.389260046827,8
2025-11-21 23:00:00,2025-11-22 04:15:00,0.2122,0.2091,0.2091,1.0,-0.015608859566446708,-93.00366120229523,5865.385598844532,0
2025-11-22 04:45:00,2025-11-22 05:15:00,0.2109,0.2077,0.2077,0.2,-0.016173067804646793,-18.97225579810229,5846.41334304643,1
2025-11-22 05:45:00,2025-11-22 08:15:00,0.2066,0.2037,0.2037,0.4,-0.015036786060019427,-35.164506663132855,5811.248836383297,2
2025-11-22 08:30:00,2025-11-22 10:45:00,0.2033,0.2015,0.2015,0.6,-0.00985391047712738,-34.358115476419,5776.890720906878,3
2025-11-22 11:00:00,2025-11-22 11:15:00,0.2024,0.2007,0.2007,0.8,-0.009399209486166044,-43.43856485159402,5733.452156055285,4
2025-11-22 11:30:00,2025-11-22 11:45:00,0.2024,0.2014,0.2014,1.0,-0.005940711462450597,-34.06078494288972,5699.391371112395,5
2025-11-22 13:15:00,2025-11-22 13:30:00,0.1863,0.1829,0.1829,1.0,-0.019250134192163107,-109.71404870757009,5589.677322404825,6
2025-11-22 13:45:00,2025-11-22 15:30:00,0.1835,0.1809,0.1809,1.0,-0.015168937329700226,-84.78946499680535,5504.887857408019,7
2025-11-22 16:00:00,2025-12-03 14:45:00,0.1846,0.337,0.18,1.0,0.8245687973997836,4539.158760403602,10044.046617811622,0
